Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2023-01-01 00:00:00,Canada,Québec,CA-QC,0.54,28.21,99.86,98.86,hydroquebec.com,false,
2023-01-01 01:00:00,Canada,Québec,CA-QC,0.7,28.52,99.81,98.51,hydroquebec.com,false,
2023-01-01 02:00:00,Canada,Québec,CA-QC,0.76,28.81,99.8,98.57,hydroquebec.com,false,
2023-01-01 03:00:00,Canada,Québec,CA-QC,0.71,28.95,99.81,98.67,hydroquebec.com,false,
2023-01-01 04:00:00,Canada,Québec,CA-QC,0.34,28.58,99.91,98.88,hydroquebec.com,false,
2023-01-01 05:00:00,Canada,Québec,CA-QC,0.17,28.47,99.95,99.06,hydroquebec.com,false,
2023-01-01 06:00:00,Canada,Québec,CA-QC,0.05,28.64,99.99,99.02,hydroquebec.com,false,
2023-01-01 07:00:00,Canada,Québec,CA-QC,0.05,29.05,99.99,99.02,hydroquebec.com,false,
2023-01-01 08:00:00,Canada,Québec,CA-QC,0.05,29.12,99.99,99.02,hydroquebec.com,false,
2023-01-01 09:00:00,Canada,Québec,CA-QC,0.04,29.04,99.99,99.09,hydroquebec.com,false,
2023-01-01 10:00:00,Canada,Québec,CA-QC,0.05,28.91,99.99,99.07,hydroquebec.com,false,
2023-01-01 11:00:00,Canada,Québec,CA-QC,0.09,28.72,99.98,98.94,hydroquebec.com,false,
2023-01-01 12:00:00,Canada,Québec,CA-QC,0.37,28.72,99.9,98.15,hydroquebec.com,false,
2023-01-01 13:00:00,Canada,Québec,CA-QC,0.5,28.87,99.86,98.47,hydroquebec.com,false,
2023-01-01 14:00:00,Canada,Québec,CA-QC,0.71,28.99,99.81,98.28,hydroquebec.com,false,
2023-01-01 15:00:00,Canada,Québec,CA-QC,0.62,28.92,99.83,98.65,hydroquebec.com,false,
2023-01-01 16:00:00,Canada,Québec,CA-QC,1.28,29.55,99.66,97.64,hydroquebec.com,false,
2023-01-01 17:00:00,Canada,Québec,CA-QC,0.68,29.11,99.82,98.85,hydroquebec.com,false,
2023-01-01 18:00:00,Canada,Québec,CA-QC,0.63,29.06,99.83,98.96,hydroquebec.com,false,
2023-01-01 19:00:00,Canada,Québec,CA-QC,0.57,29.01,99.85,98.99,hydroquebec.com,false,
2023-01-01 20:00:00,Canada,Québec,CA-QC,0.26,28.64,99.93,99.36,hydroquebec.com,false,
2023-01-01 21:00:00,Canada,Québec,CA-QC,0.26,28.44,99.93,99.38,hydroquebec.com,false,
2023-01-01 22:00:00,Canada,Québec,CA-QC,0.33,28.36,99.91,99.38,hydroquebec.com,false,
2023-01-01 23:00:00,Canada,Québec,CA-QC,0.65,28.65,99.82,98.95,hydroquebec.com,false,
2023-01-02 00:00:00,Canada,Québec,CA-QC,0.54,28.56,99.85,99.12,hydroquebec.com,false,
2023-01-02 01:00:00,Canada,Québec,CA-QC,0.53,28.57,99.86,98.89,hydroquebec.com,false,
2023-01-02 02:00:00,Canada,Québec,CA-QC,0.3,28.46,99.92,99.26,hydroquebec.com,false,
2023-01-02 03:00:00,Canada,Québec,CA-QC,0.37,28.59,99.9,99.05,hydroquebec.com,false,
2023-01-02 04:00:00,Canada,Québec,CA-QC,0.28,28.63,99.92,99.03,hydroquebec.com,false,
2023-01-02 05:00:00,Canada,Québec,CA-QC,0.17,28.54,99.95,99.02,hydroquebec.com,false,
2023-01-02 06:00:00,Canada,Québec,CA-QC,0.07,28.33,99.98,98.62,hydroquebec.com,false,
2023-01-02 07:00:00,Canada,Québec,CA-QC,0.07,28.35,99.98,98.55,hydroquebec.com,false,
2023-01-02 08:00:00,Canada,Québec,CA-QC,0.08,28.31,99.98,98.31,hydroquebec.com,false,
2023-01-02 09:00:00,Canada,Québec,CA-QC,0.12,28.5,99.97,98.9,hydroquebec.com,false,
2023-01-02 10:00:00,Canada,Québec,CA-QC,0.29,28.68,99.92,98.98,hydroquebec.com,false,
2023-01-02 11:00:00,Canada,Québec,CA-QC,0.75,29.04,99.8,98.43,hydroquebec.com,false,
2023-01-02 12:00:00,Canada,Québec,CA-QC,0.82,29.04,99.78,98.59,hydroquebec.com,false,
2023-01-02 13:00:00,Canada,Québec,CA-QC,0.86,28.96,99.77,98.67,hydroquebec.com,false,
2023-01-02 14:00:00,Canada,Québec,CA-QC,0.83,28.83,99.77,98.73,hydroquebec.com,false,
2023-01-02 15:00:00,Canada,Québec,CA-QC,0.8,28.77,99.78,98.78,hydroquebec.com,false,
2023-01-02 16:00:00,Canada,Québec,CA-QC,0.56,28.53,99.85,99.15,hydroquebec.com,false,
2023-01-02 17:00:00,Canada,Québec,CA-QC,0.56,28.56,99.85,99.15,hydroquebec.com,false,
2023-01-02 18:00:00,Canada,Québec,CA-QC,0.54,28.62,99.85,99.19,hydroquebec.com,false,
2023-01-02 19:00:00,Canada,Québec,CA-QC,0.17,28.3,99.95,99.75,hydroquebec.com,false,
2023-01-02 20:00:00,Canada,Québec,CA-QC,0.06,28.12,99.98,99.91,hydroquebec.com,false,
2023-01-02 21:00:00,Canada,Québec,CA-QC,0.14,28.01,99.96,99.79,hydroquebec.com,false,
2023-01-02 22:00:00,Canada,Québec,CA-QC,0.27,28.01,99.93,99.64,hydroquebec.com,false,
2023-01-02 23:00:00,Canada,Québec,CA-QC,0.07,27.77,99.98,99.92,hydroquebec.com,false,
2023-01-03 00:00:00,Canada,Québec,CA-QC,0.07,27.91,99.98,99.92,Electricity Maps Estimation; hydroquebec.com,false,
2023-01-03 01:00:00,Canada,Québec,CA-QC,0.06,27.98,99.98,99.92,hydroquebec.com,false,
2023-01-03 02:00:00,Canada,Québec,CA-QC,0.04,28.08,99.99,99.92,hydroquebec.com,false,
2023-01-03 03:00:00,Canada,Québec,CA-QC,0.04,28.13,99.99,99.89,hydroquebec.com,false,
2023-01-03 04:00:00,Canada,Québec,CA-QC,0.09,28.26,99.98,99.65,hydroquebec.com,false,
2023-01-03 05:00:00,Canada,Québec,CA-QC,0.12,28.42,99.97,99.37,hydroquebec.com,false,
2023-01-03 06:00:00,Canada,Québec,CA-QC,0.17,28.54,99.95,99.25,hydroquebec.com,false,
2023-01-03 07:00:00,Canada,Québec,CA-QC,0.26,28.61,99.93,98.9,hydroquebec.com,false,
2023-01-03 08:00:00,Canada,Québec,CA-QC,0.19,28.59,99.95,99.05,hydroquebec.com,false,
2023-01-03 09:00:00,Canada,Québec,CA-QC,0.31,28.57,99.92,98.39,hydroquebec.com,false,
2023-01-03 10:00:00,Canada,Québec,CA-QC,0.09,28.54,99.98,99.65,hydroquebec.com,false,
2023-01-03 11:00:00,Canada,Québec,CA-QC,0.04,28.33,99.99,99.91,hydroquebec.com,false,
2023-01-03 12:00:00,Canada,Québec,CA-QC,0.06,28.17,99.98,99.9,hydroquebec.com,false,
2023-01-03 13:00:00,Canada,Québec,CA-QC,0.06,28.04,99.98,99.91,hydroquebec.com,false,
2023-01-03 14:00:00,Canada,Québec,CA-QC,0.06,27.97,99.98,99.91,hydroquebec.com,false,
2023-01-03 15:00:00,Canada,Québec,CA-QC,0.0,27.86,100.0,100.0,hydroquebec.com,false,
2023-01-03 16:00:00,Canada,Québec,CA-QC,0.15,27.99,99.96,99.96,hydroquebec.com,false,
2023-01-03 17:00:00,Canada,Québec,CA-QC,0.16,28.05,99.96,99.96,hydroquebec.com,false,
2023-01-03 18:00:00,Canada,Québec,CA-QC,0.0,27.98,100.0,100.0,hydroquebec.com,false,
2023-01-03 19:00:00,Canada,Québec,CA-QC,0.0,28.08,100.0,100.0,hydroquebec.com,false,
2023-01-03 20:00:00,Canada,Québec,CA-QC,0.0,28.08,100.0,100.0,hydroquebec.com,false,
2023-01-03 21:00:00,Canada,Québec,CA-QC,0.0,27.92,100.0,100.0,hydroquebec.com,false,
2023-01-03 22:00:00,Canada,Québec,CA-QC,0.0,27.8,100.0,100.0,hydroquebec.com,false,
2023-01-03 23:00:00,Canada,Québec,CA-QC,0.0,27.78,100.0,100.0,hydroquebec.com,false,
2023-01-04 00:00:00,Canada,Québec,CA-QC,0.0,27.82,100.0,100.0,hydroquebec.com,false,
2023-01-04 01:00:00,Canada,Québec,CA-QC,0.0,27.9,100.0,100.0,hydroquebec.com,false,
2023-01-04 02:00:00,Canada,Québec,CA-QC,0.0,28.04,100.0,100.0,hydroquebec.com,false,
2023-01-04 03:00:00,Canada,Québec,CA-QC,0.0,28.2,100.0,100.0,hydroquebec.com,false,
2023-01-04 04:00:00,Canada,Québec,CA-QC,0.0,28.37,100.0,100.0,hydroquebec.com,false,
2023-01-04 05:00:00,Canada,Québec,CA-QC,0.0,28.47,100.0,100.0,hydroquebec.com,false,
2023-01-04 06:00:00,Canada,Québec,CA-QC,0.0,28.59,100.0,100.0,hydroquebec.com,false,
2023-01-04 07:00:00,Canada,Québec,CA-QC,0.01,28.7,100.0,99.94,hydroquebec.com,false,
2023-01-04 08:00:00,Canada,Québec,CA-QC,0.23,28.7,99.94,98.79,hydroquebec.com,false,
2023-01-04 09:00:00,Canada,Québec,CA-QC,0.24,28.71,99.93,98.76,hydroquebec.com,false,
2023-01-04 10:00:00,Canada,Québec,CA-QC,0.27,28.65,99.93,98.83,hydroquebec.com,false,
2023-01-04 11:00:00,Canada,Québec,CA-QC,0.0,28.29,100.0,100.0,hydroquebec.com,false,
2023-01-04 12:00:00,Canada,Québec,CA-QC,0.0,27.95,100.0,100.0,hydroquebec.com,false,
2023-01-04 13:00:00,Canada,Québec,CA-QC,0.0,27.79,100.0,100.0,hydroquebec.com,false,
2023-01-04 14:00:00,Canada,Québec,CA-QC,0.0,27.81,100.0,100.0,hydroquebec.com,false,
2023-01-04 15:00:00,Canada,Québec,CA-QC,0.0,27.88,100.0,100.0,hydroquebec.com,false,
2023-01-04 16:00:00,Canada,Québec,CA-QC,0.0,27.84,100.0,100.0,hydroquebec.com,false,
2023-01-04 17:00:00,Canada,Québec,CA-QC,0.0,27.75,100.0,100.0,hydroquebec.com,false,
2023-01-04 18:00:00,Canada,Québec,CA-QC,0.0,27.86,100.0,100.0,hydroquebec.com,false,
2023-01-04 19:00:00,Canada,Québec,CA-QC,0.02,28.0,99.99,99.97,hydroquebec.com,false,
2023-01-04 20:00:00,Canada,Québec,CA-QC,0.0,27.84,100.0,100.0,hydroquebec.com,false,
2023-01-04 21:00:00,Canada,Québec,CA-QC,0.0,27.63,100.0,100.0,hydroquebec.com,false,
2023-01-04 22:00:00,Canada,Québec,CA-QC,0.0,27.47,100.0,100.0,hydroquebec.com,false,
2023-01-04 23:00:00,Canada,Québec,CA-QC,0.0,27.43,100.0,100.0,hydroquebec.com,false,
2023-01-05 00:00:00,Canada,Québec,CA-QC,0.07,27.64,99.98,99.89,hydroquebec.com,false,
2023-01-05 01:00:00,Canada,Québec,CA-QC,0.39,28.06,99.89,99.35,hydroquebec.com,false,
2023-01-05 02:00:00,Canada,Québec,CA-QC,0.39,28.11,99.89,99.36,hydroquebec.com,false,
2023-01-05 03:00:00,Canada,Québec,CA-QC,0.28,28.13,99.93,99.37,hydroquebec.com,false,
2023-01-05 04:00:00,Canada,Québec,CA-QC,0.16,28.3,99.96,99.5,hydroquebec.com,false,
2023-01-05 05:00:00,Canada,Québec,CA-QC,0.05,28.34,99.99,99.64,hydroquebec.com,false,
2023-01-05 06:00:00,Canada,Québec,CA-QC,0.02,28.37,100.0,99.62,hydroquebec.com,false,
2023-01-05 07:00:00,Canada,Québec,CA-QC,0.02,28.37,99.99,99.56,hydroquebec.com,false,
2023-01-05 08:00:00,Canada,Québec,CA-QC,0.02,28.32,99.99,99.49,hydroquebec.com,false,
2023-01-05 09:00:00,Canada,Québec,CA-QC,0.02,28.33,99.99,99.79,hydroquebec.com,false,
2023-01-05 10:00:00,Canada,Québec,CA-QC,0.0,28.1,100.0,100.0,hydroquebec.com,false,
2023-01-05 11:00:00,Canada,Québec,CA-QC,0.0,27.74,100.0,100.0,hydroquebec.com,false,
2023-01-05 12:00:00,Canada,Québec,CA-QC,0.0,27.55,100.0,100.0,hydroquebec.com,false,
2023-01-05 13:00:00,Canada,Québec,CA-QC,0.0,27.51,100.0,100.0,hydroquebec.com,false,
2023-01-05 14:00:00,Canada,Québec,CA-QC,0.0,27.54,100.0,100.0,hydroquebec.com,false,
2023-01-05 15:00:00,Canada,Québec,CA-QC,0.2,27.75,99.95,99.66,hydroquebec.com,false,
2023-01-05 16:00:00,Canada,Québec,CA-QC,0.09,27.66,99.98,99.89,hydroquebec.com,false,
2023-01-05 17:00:00,Canada,Québec,CA-QC,0.01,27.59,100.0,99.99,hydroquebec.com,false,
2023-01-05 18:00:00,Canada,Québec,CA-QC,0.0,27.63,100.0,100.0,hydroquebec.com,false,
2023-01-05 19:00:00,Canada,Québec,CA-QC,0.0,27.66,100.0,100.0,hydroquebec.com,false,
2023-01-05 20:00:00,Canada,Québec,CA-QC,0.0,27.63,100.0,100.0,hydroquebec.com,false,
2023-01-05 21:00:00,Canada,Québec,CA-QC,0.0,27.63,100.0,100.0,hydroquebec.com,false,
2023-01-05 22:00:00,Canada,Québec,CA-QC,0.31,27.97,99.92,99.73,hydroquebec.com,false,
2023-01-05 23:00:00,Canada,Québec,CA-QC,0.0,27.63,100.0,100.0,hydroquebec.com,false,
2023-01-06 00:00:00,Canada,Québec,CA-QC,0.0,27.74,100.0,100.0,hydroquebec.com,false,
2023-01-06 01:00:00,Canada,Québec,CA-QC,0.0,27.84,100.0,100.0,hydroquebec.com,false,
2023-01-06 02:00:00,Canada,Québec,CA-QC,0.0,27.8,100.0,100.0,hydroquebec.com,false,
2023-01-06 03:00:00,Canada,Québec,CA-QC,0.0,27.85,100.0,100.0,hydroquebec.com,false,
2023-01-06 04:00:00,Canada,Québec,CA-QC,0.0,28.0,100.0,100.0,hydroquebec.com,false,
2023-01-06 05:00:00,Canada,Québec,CA-QC,0.0,28.13,100.0,100.0,hydroquebec.com,false,
2023-01-06 06:00:00,Canada,Québec,CA-QC,0.0,28.22,100.0,100.0,hydroquebec.com,false,
2023-01-06 07:00:00,Canada,Québec,CA-QC,0.39,28.74,99.89,99.38,hydroquebec.com,false,
2023-01-06 08:00:00,Canada,Québec,CA-QC,0.49,28.94,99.87,99.34,hydroquebec.com,false,
2023-01-06 09:00:00,Canada,Québec,CA-QC,0.0,28.35,100.0,100.0,hydroquebec.com,false,
2023-01-06 10:00:00,Canada,Québec,CA-QC,0.0,28.19,100.0,100.0,hydroquebec.com,false,
2023-01-06 11:00:00,Canada,Québec,CA-QC,0.0,28.02,100.0,100.0,hydroquebec.com,false,
2023-01-06 12:00:00,Canada,Québec,CA-QC,0.0,27.9,100.0,100.0,hydroquebec.com,false,
2023-01-06 13:00:00,Canada,Québec,CA-QC,0.01,27.86,100.0,99.99,hydroquebec.com,false,
2023-01-06 14:00:00,Canada,Québec,CA-QC,0.0,27.86,100.0,100.0,hydroquebec.com,false,
2023-01-06 15:00:00,Canada,Québec,CA-QC,0.0,27.85,100.0,100.0,hydroquebec.com,false,
2023-01-06 16:00:00,Canada,Québec,CA-QC,0.0,27.87,100.0,100.0,hydroquebec.com,false,
2023-01-06 17:00:00,Canada,Québec,CA-QC,0.0,27.95,100.0,100.0,hydroquebec.com,false,
2023-01-06 18:00:00,Canada,Québec,CA-QC,0.0,28.0,100.0,100.0,hydroquebec.com,false,
2023-01-06 19:00:00,Canada,Québec,CA-QC,0.0,28.0,100.0,100.0,hydroquebec.com,false,
2023-01-06 20:00:00,Canada,Québec,CA-QC,0.0,28.02,100.0,100.0,hydroquebec.com,false,
2023-01-06 21:00:00,Canada,Québec,CA-QC,0.0,28.01,100.0,100.0,hydroquebec.com,false,
2023-01-06 22:00:00,Canada,Québec,CA-QC,0.0,27.94,100.0,100.0,hydroquebec.com,false,
2023-01-06 23:00:00,Canada,Québec,CA-QC,0.0,27.91,100.0,100.0,hydroquebec.com,false,
2023-01-07 00:00:00,Canada,Québec,CA-QC,0.0,27.92,100.0,100.0,hydroquebec.com,false,
2023-01-07 01:00:00,Canada,Québec,CA-QC,0.0,27.96,100.0,100.0,hydroquebec.com,false,
2023-01-07 02:00:00,Canada,Québec,CA-QC,0.0,28.02,100.0,100.0,hydroquebec.com,false,
2023-01-07 03:00:00,Canada,Québec,CA-QC,0.0,28.1,100.0,100.0,hydroquebec.com,false,
2023-01-07 04:00:00,Canada,Québec,CA-QC,0.0,28.23,100.0,100.0,hydroquebec.com,false,
2023-01-07 05:00:00,Canada,Québec,CA-QC,0.0,28.32,100.0,100.0,hydroquebec.com,false,
2023-01-07 06:00:00,Canada,Québec,CA-QC,0.0,28.36,100.0,100.0,hydroquebec.com,false,
2023-01-07 07:00:00,Canada,Québec,CA-QC,0.0,28.43,100.0,100.0,hydroquebec.com,false,
2023-01-07 08:00:00,Canada,Québec,CA-QC,0.0,28.47,100.0,100.0,hydroquebec.com,false,
2023-01-07 09:00:00,Canada,Québec,CA-QC,0.0,28.47,100.0,100.0,hydroquebec.com,false,
2023-01-07 10:00:00,Canada,Québec,CA-QC,0.0,28.4,100.0,100.0,hydroquebec.com,false,
2023-01-07 11:00:00,Canada,Québec,CA-QC,0.0,28.29,100.0,100.0,hydroquebec.com,false,
2023-01-07 12:00:00,Canada,Québec,CA-QC,0.0,28.17,100.0,100.0,hydroquebec.com,false,
2023-01-07 13:00:00,Canada,Québec,CA-QC,0.0,28.04,100.0,100.0,hydroquebec.com,false,
2023-01-07 14:00:00,Canada,Québec,CA-QC,0.0,27.97,100.0,100.0,hydroquebec.com,false,
2023-01-07 15:00:00,Canada,Québec,CA-QC,0.0,27.94,100.0,100.0,hydroquebec.com,false,
2023-01-07 16:00:00,Canada,Québec,CA-QC,0.0,27.92,100.0,100.0,hydroquebec.com,false,
2023-01-07 17:00:00,Canada,Québec,CA-QC,0.0,27.89,100.0,100.0,hydroquebec.com,false,
2023-01-07 18:00:00,Canada,Québec,CA-QC,0.0,27.8,100.0,100.0,hydroquebec.com,false,
2023-01-07 19:00:00,Canada,Québec,CA-QC,0.0,27.68,100.0,100.0,hydroquebec.com,false,
2023-01-07 20:00:00,Canada,Québec,CA-QC,0.0,27.52,100.0,100.0,hydroquebec.com,false,
2023-01-07 21:00:00,Canada,Québec,CA-QC,0.0,27.3,100.0,100.0,hydroquebec.com,false,
2023-01-07 22:00:00,Canada,Québec,CA-QC,0.0,27.14,100.0,100.0,hydroquebec.com,false,
2023-01-07 23:00:00,Canada,Québec,CA-QC,0.0,27.08,100.0,100.0,hydroquebec.com,false,
2023-01-08 00:00:00,Canada,Québec,CA-QC,0.0,27.1,100.0,100.0,hydroquebec.com,false,
2023-01-08 01:00:00,Canada,Québec,CA-QC,0.0,27.14,100.0,100.0,hydroquebec.com,false,
2023-01-08 02:00:00,Canada,Québec,CA-QC,0.0,27.26,100.0,100.0,hydroquebec.com,false,
2023-01-08 03:00:00,Canada,Québec,CA-QC,0.0,27.42,100.0,100.0,hydroquebec.com,false,
2023-01-08 04:00:00,Canada,Québec,CA-QC,0.0,27.44,100.0,100.0,hydroquebec.com,false,
2023-01-08 05:00:00,Canada,Québec,CA-QC,0.0,27.46,100.0,100.0,hydroquebec.com,false,
2023-01-08 06:00:00,Canada,Québec,CA-QC,0.0,27.48,100.0,100.0,hydroquebec.com,false,
2023-01-08 07:00:00,Canada,Québec,CA-QC,0.42,27.79,99.89,99.27,hydroquebec.com,false,
2023-01-08 08:00:00,Canada,Québec,CA-QC,0.97,28.4,99.74,98.43,hydroquebec.com,false,
2023-01-08 09:00:00,Canada,Québec,CA-QC,0.14,27.63,99.96,99.8,hydroquebec.com,false,
2023-01-08 10:00:00,Canada,Québec,CA-QC,0.0,27.32,100.0,100.0,hydroquebec.com,false,
2023-01-08 11:00:00,Canada,Québec,CA-QC,0.0,27.26,100.0,100.0,hydroquebec.com,false,
2023-01-08 12:00:00,Canada,Québec,CA-QC,0.0,27.2,100.0,100.0,hydroquebec.com,false,
2023-01-08 13:00:00,Canada,Québec,CA-QC,0.0,27.18,100.0,100.0,hydroquebec.com,false,
2023-01-08 14:00:00,Canada,Québec,CA-QC,0.0,27.18,100.0,100.0,hydroquebec.com,false,
2023-01-08 15:00:00,Canada,Québec,CA-QC,0.0,27.2,100.0,100.0,hydroquebec.com,false,
2023-01-08 16:00:00,Canada,Québec,CA-QC,0.06,27.3,99.98,99.93,hydroquebec.com,false,
2023-01-08 17:00:00,Canada,Québec,CA-QC,0.0,27.26,100.0,100.0,hydroquebec.com,false,
2023-01-08 18:00:00,Canada,Québec,CA-QC,0.0,27.29,100.0,100.0,hydroquebec.com,false,
2023-01-08 19:00:00,Canada,Québec,CA-QC,0.0,27.25,100.0,100.0,hydroquebec.com,false,
2023-01-08 20:00:00,Canada,Québec,CA-QC,0.0,27.19,100.0,100.0,hydroquebec.com,false,
2023-01-08 21:00:00,Canada,Québec,CA-QC,1.02,28.11,99.73,98.83,hydroquebec.com,false,
2023-01-08 22:00:00,Canada,Québec,CA-QC,1.62,28.72,99.59,98.53,hydroquebec.com,false,
2023-01-08 23:00:00,Canada,Québec,CA-QC,1.02,28.03,99.72,99.08,hydroquebec.com,false,
2023-01-09 00:00:00,Canada,Québec,CA-QC,0.41,27.22,99.89,99.61,hydroquebec.com,false,
2023-01-09 01:00:00,Canada,Québec,CA-QC,0.0,26.8,100.0,100.0,hydroquebec.com,false,
2023-01-09 02:00:00,Canada,Québec,CA-QC,0.0,26.89,100.0,100.0,hydroquebec.com,false,
2023-01-09 03:00:00,Canada,Québec,CA-QC,0.0,26.99,100.0,100.0,hydroquebec.com,false,
2023-01-09 04:00:00,Canada,Québec,CA-QC,0.0,27.08,100.0,100.0,hydroquebec.com,false,
2023-01-09 05:00:00,Canada,Québec,CA-QC,0.0,27.11,100.0,100.0,hydroquebec.com,false,
2023-01-09 06:00:00,Canada,Québec,CA-QC,0.0,27.18,100.0,100.0,hydroquebec.com,false,
2023-01-09 07:00:00,Canada,Québec,CA-QC,0.0,27.28,100.0,100.0,hydroquebec.com,false,
2023-01-09 08:00:00,Canada,Québec,CA-QC,0.0,27.32,100.0,100.0,hydroquebec.com,false,
2023-01-09 09:00:00,Canada,Québec,CA-QC,0.0,27.33,100.0,100.0,hydroquebec.com,false,
2023-01-09 10:00:00,Canada,Québec,CA-QC,0.0,27.36,100.0,100.0,hydroquebec.com,false,
2023-01-09 11:00:00,Canada,Québec,CA-QC,0.26,27.65,99.93,99.55,hydroquebec.com,false,
2023-01-09 12:00:00,Canada,Québec,CA-QC,0.98,28.39,99.74,98.59,hydroquebec.com,false,
2023-01-09 13:00:00,Canada,Québec,CA-QC,0.91,28.38,99.75,98.81,hydroquebec.com,false,
2023-01-09 14:00:00,Canada,Québec,CA-QC,0.65,28.17,99.82,99.14,hydroquebec.com,false,
2023-01-09 15:00:00,Canada,Québec,CA-QC,0.06,27.61,99.98,99.92,hydroquebec.com,false,
2023-01-09 16:00:00,Canada,Québec,CA-QC,0.18,27.73,99.95,99.75,hydroquebec.com,false,
2023-01-09 17:00:00,Canada,Québec,CA-QC,0.0,27.55,100.0,100.0,hydroquebec.com,false,
2023-01-09 18:00:00,Canada,Québec,CA-QC,0.11,27.66,99.97,99.84,hydroquebec.com,false,
2023-01-09 19:00:00,Canada,Québec,CA-QC,0.0,27.58,100.0,100.0,hydroquebec.com,false,
2023-01-09 20:00:00,Canada,Québec,CA-QC,0.22,27.77,99.94,99.63,hydroquebec.com,false,
2023-01-09 21:00:00,Canada,Québec,CA-QC,0.44,27.96,99.88,99.28,hydroquebec.com,false,
2023-01-09 22:00:00,Canada,Québec,CA-QC,0.85,28.37,99.77,98.87,hydroquebec.com,false,
2023-01-09 23:00:00,Canada,Québec,CA-QC,0.93,28.46,99.75,98.84,hydroquebec.com,false,
2023-01-10 00:00:00,Canada,Québec,CA-QC,0.35,27.85,99.91,99.56,hydroquebec.com,false,
2023-01-10 01:00:00,Canada,Québec,CA-QC,0.0,27.52,100.0,100.0,hydroquebec.com,false,
2023-01-10 02:00:00,Canada,Québec,CA-QC,0.0,27.58,100.0,100.0,hydroquebec.com,false,
2023-01-10 03:00:00,Canada,Québec,CA-QC,0.0,27.69,100.0,100.0,hydroquebec.com,false,
2023-01-10 04:00:00,Canada,Québec,CA-QC,0.0,27.78,100.0,100.0,hydroquebec.com,false,
2023-01-10 05:00:00,Canada,Québec,CA-QC,0.0,27.85,100.0,100.0,hydroquebec.com,false,
2023-01-10 06:00:00,Canada,Québec,CA-QC,0.0,27.91,100.0,100.0,hydroquebec.com,false,
2023-01-10 07:00:00,Canada,Québec,CA-QC,0.0,27.92,100.0,100.0,hydroquebec.com,false,
2023-01-10 08:00:00,Canada,Québec,CA-QC,0.13,28.0,99.96,99.58,hydroquebec.com,false,
2023-01-10 09:00:00,Canada,Québec,CA-QC,0.0,27.82,100.0,100.0,hydroquebec.com,false,
2023-01-10 10:00:00,Canada,Québec,CA-QC,0.0,27.64,100.0,100.0,hydroquebec.com,false,
2023-01-10 11:00:00,Canada,Québec,CA-QC,0.0,27.44,100.0,100.0,hydroquebec.com,false,
2023-01-10 12:00:00,Canada,Québec,CA-QC,0.35,27.65,99.91,99.53,hydroquebec.com,false,
2023-01-10 13:00:00,Canada,Québec,CA-QC,0.81,28.2,99.78,99.09,hydroquebec.com,false,
2023-01-10 14:00:00,Canada,Québec,CA-QC,0.0,27.45,100.0,100.0,hydroquebec.com,false,
2023-01-10 15:00:00,Canada,Québec,CA-QC,0.0,27.53,100.0,100.0,hydroquebec.com,false,
2023-01-10 16:00:00,Canada,Québec,CA-QC,0.0,27.56,100.0,100.0,hydroquebec.com,false,
2023-01-10 17:00:00,Canada,Québec,CA-QC,0.0,27.61,100.0,100.0,hydroquebec.com,false,
2023-01-10 18:00:00,Canada,Québec,CA-QC,0.0,27.63,100.0,100.0,hydroquebec.com,false,
2023-01-10 19:00:00,Canada,Québec,CA-QC,0.0,27.59,100.0,100.0,hydroquebec.com,false,
2023-01-10 20:00:00,Canada,Québec,CA-QC,0.0,27.53,100.0,100.0,hydroquebec.com,false,
2023-01-10 21:00:00,Canada,Québec,CA-QC,1.1,28.56,99.7,98.71,hydroquebec.com,false,
2023-01-10 22:00:00,Canada,Québec,CA-QC,1.28,28.6,99.65,98.76,hydroquebec.com,false,
2023-01-10 23:00:00,Canada,Québec,CA-QC,1.19,28.38,99.68,98.91,hydroquebec.com,false,
2023-01-11 00:00:00,Canada,Québec,CA-QC,1.05,28.21,99.72,99.03,hydroquebec.com,false,
2023-01-11 01:00:00,Canada,Québec,CA-QC,1.3,28.53,99.65,98.75,hydroquebec.com,false,
2023-01-11 02:00:00,Canada,Québec,CA-QC,1.19,28.46,99.68,98.71,hydroquebec.com,false,
2023-01-11 03:00:00,Canada,Québec,CA-QC,0.68,27.96,99.82,99.17,hydroquebec.com,false,
2023-01-11 04:00:00,Canada,Québec,CA-QC,0.73,28.03,99.8,98.95,hydroquebec.com,false,
2023-01-11 05:00:00,Canada,Québec,CA-QC,0.64,27.95,99.83,98.72,hydroquebec.com,false,
2023-01-11 06:00:00,Canada,Québec,CA-QC,0.29,27.56,99.92,99.13,hydroquebec.com,false,
2023-01-11 07:00:00,Canada,Québec,CA-QC,0.3,27.42,99.92,98.8,hydroquebec.com,false,
2023-01-11 08:00:00,Canada,Québec,CA-QC,0.58,27.55,99.84,97.89,hydroquebec.com,false,
2023-01-11 09:00:00,Canada,Québec,CA-QC,0.85,27.79,99.77,97.54,hydroquebec.com,false,
2023-01-11 10:00:00,Canada,Québec,CA-QC,1.28,28.26,99.65,97.41,hydroquebec.com,false,
2023-01-11 11:00:00,Canada,Québec,CA-QC,1.59,28.55,99.57,97.32,hydroquebec.com,false,
